iid,i_year,i_Action,i_Adventure,i_Animation,i_Children's,i_Comedy,i_Crime,i_Documentary ,i_Drama ,i_Fantasy ,i_Film-Noir ,i_Horror ,i_Musical ,i_Mystery ,i_Romance ,i_Sci-Fi ,i_Thriller ,i_War ,i_Western,i_Other
1115,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1116,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1118,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1120,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1122,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1123,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1126,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1127,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1128,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1129,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1130,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1131,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1132,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1133,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1134,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1135,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1136,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1137,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1138,7,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1139,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1140,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1142,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1143,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1144,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1145,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1146,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1147,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1148,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1149,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1150,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1151,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1152,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1153,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1155,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1156,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1157,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1158,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1160,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1161,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1162,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1164,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1166,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1169,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1170,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1171,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1172,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1174,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1175,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1176,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1177,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1185,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1186,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1187,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1188,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1189,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1190,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1191,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1192,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1193,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1194,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1195,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1196,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1197,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1198,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1199,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1200,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1201,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1202,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1204,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1205,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1206,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1208,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1209,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1211,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1212,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1213,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1214,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1215,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1216,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1217,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1218,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1220,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1221,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1222,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1224,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1225,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1227,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1228,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1230,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1232,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1233,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1234,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1236,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1237,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1238,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1239,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1240,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1241,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1242,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1244,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1246,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1248,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1249,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1253,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1254,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1256,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1257,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1258,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1259,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1260,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1261,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1262,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1263,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1264,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1265,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1266,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1267,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1268,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1269,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1270,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1273,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1274,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1275,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1276,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1277,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1278,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1279,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1281,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1282,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1283,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1285,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1286,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1287,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1290,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1291,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1293,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1294,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1295,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1296,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1297,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1298,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1299,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1300,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1301,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1305,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1307,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1308,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1309,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1310,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1311,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1312,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1313,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1314,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1315,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1316,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1317,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1318,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1319,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1320,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1321,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1324,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1325,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1326,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1327,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1328,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1329,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1330,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1331,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1332,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1333,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1334,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1335,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1336,6,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1337,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1339,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1340,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1341,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1342,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1343,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1344,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1345,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1346,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1347,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1348,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1349,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1351,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1353,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1354,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1355,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1356,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1358,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1360,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1364,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1366,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1367,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1369,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1370,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1371,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1372,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1376,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1377,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1378,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1379,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1380,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1381,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1382,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1383,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1385,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1386,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1387,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1388,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1389,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1390,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1391,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1392,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1393,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1394,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1395,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1396,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1397,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1398,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1399,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1400,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1401,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1402,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1403,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1404,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1406,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1407,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1410,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1411,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1412,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1413,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1414,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1417,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1418,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1419,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1420,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1421,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1422,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1423,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1424,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1425,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1426,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1427,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1428,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1430,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1431,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1432,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1433,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1434,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1435,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
